Source_ID,Site_ID,sampledate,Q_cfs,TotP_lbday,TotP_mgL
USGS,USGS 5427850,8/8/2015,49.3,75.2,0.297
USGS,USGS 5427850,8/9/2015,39.4,67.2,0.301
USGS,USGS 5427850,8/10/2015,42.8,68.8,0.306
USGS,USGS 5427850,8/11/2015,39.8,64.8,0.31
USGS,USGS 5427850,8/12/2015,36.8,58.4,0.312
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/12/2015,,,0.315
USGS,USGS 5427850,8/13/2015,30.9,45.4,0.298
USGS,USGS 5427850,8/14/2015,44.8,68,0.279
USGS,USGS 5427850,8/15/2015,32.9,45.9,0.263
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/15/2015,,,0.262
USGS,USGS 5427850,8/16/2015,30.9,42.7,0.258
USGS,USGS 5427850,8/17/2015,53.9,71.8,0.254
USGS,USGS 5427850,8/18/2015,57.7,74.2,0.251
USGS,USGS 5427850,8/19/2015,61.2,77.7,0.247
USGS,USGS 5427850,8/20/2015,102,133,0.243
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/20/2015,,,0.244
USGS,USGS 5427850,8/21/2015,40.3,54.6,0.237
USGS,USGS 5427850,8/22/2015,38.7,48,0.231
USGS,USGS 5427850,8/23/2015,54,66.3,0.225
USGS,USGS 5427850,8/24/2015,51.4,60.7,0.219
USGS,USGS 5427850,8/25/2015,48.7,56.8,0.213
USGS,USGS 5427850,8/26/2015,38.2,40.9,0.208
USGS,USGS 5427850,8/27/2015,39.9,43.2,0.202
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/27/2015,,,0.202
USGS,USGS 5427850,8/28/2015,51.2,61.3,0.2
USGS,USGS 5427850,8/29/2015,78.2,83,0.199
USGS,USGS 5427850,8/30/2015,72.8,77.4,0.197
USGS,USGS 5427850,8/31/2015,56.7,59.5,0.196
USGS,USGS 5427850,9/1/2015,44.2,49.5,0.194
USGS,USGS 5427850,9/2/2015,42.8,46.4,0.192
USGS,USGS 5427850,9/3/2015,47.5,49.8,0.191
USGS,USGS 5427850,9/4/2015,37.7,44.8,0.189
USGS,USGS 5427850,9/5/2015,35,33.2,0.188
USGS,USGS 5427850,9/6/2015,37,38.4,0.186
USGS,USGS 5427850,9/7/2015,40.6,42.5,0.185
USGS,USGS 5427850,9/8/2015,37.6,39.3,0.183
USGS,USGS 5427850,9/9/2015,45.3,43.6,0.182
USGS,USGS 5427850,9/10/2015,57,56.2,0.18
USGS,USGS 5427850,9/11/2015,52.2,50.5,0.178
USGS,USGS 5427850,9/12/2015,43.5,44.2,0.177
USGS,USGS 5427850,9/13/2015,35.1,32.3,0.175
USGS,USGS 5427850,9/14/2015,37.4,35,0.174
USGS,USGS 5427850,9/15/2015,31.9,31.5,0.172
USGS,USGS 5427850,9/16/2015,44.6,41.7,0.17
USGS,USGS 5427850,9/17/2015,40.5,31,0.17
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/17/2015,,,0.169
USGS,USGS 5427850,9/18/2015,128,124,0.171
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/18/2015,,,0.174
USGS,USGS 5427850,9/19/2015,172,136,0.143
USGS,USGS 5427850,9/20/2015,93.6,61.7,0.121
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/20/2015,,,0.117
USGS,USGS 5427850,9/21/2015,61.8,43.2,0.132
USGS,USGS 5427850,9/22/2015,64.6,49,0.143
USGS,USGS 5427850,9/23/2015,54.8,43.3,0.155
USGS,USGS 5427850,9/24/2015,54.5,47.4,0.166
North Temperate Lakes Long-Term Ecological Research (LTER) - Madison Area Lakes,WIDNR 133040,9/24/2015,,,0.144
USGS,USGS 5427850,9/25/2015,50.6,50.1,0.178
USGS,USGS 5427850,9/26/2015,44,45.1,0.186
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/26/2015,,,0.189
USGS,USGS 5427850,9/27/2015,42.3,40.3,0.176
USGS,USGS 5427850,9/28/2015,56.7,48.9,0.163
USGS,USGS 5427850,9/29/2015,139,116,0.152
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/29/2015,,,0.149
USGS,USGS 5427850,9/30/2015,168,0.135,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/30/2015,,,0.154
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/30/2015,,,0.119
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/30/2015,,,0.128
USGS,USGS 5427850,10/1/2015,101,60.4,0.111
USGS,USGS 5427850,10/2/2015,79.2,47.2,0.11
USGS,USGS 5427850,10/3/2015,63.2,37.4,0.11
USGS,USGS 5427850,10/4/2015,59.6,35.1,0.109
USGS,USGS 5427850,10/5/2015,60.2,35.3,0.109
USGS,USGS 5427850,10/6/2015,60.4,35.2,0.108
USGS,USGS 5427850,10/7/2015,59.1,34.3,0.108
USGS,USGS 5427850,10/8/2015,57.8,33.4,0.107
USGS,USGS 5427850,10/9/2015,58.3,33.5,0.107
USGS,USGS 5427850,10/10/2015,32.6,18.7,0.106
USGS,USGS 5427850,10/11/2015,56.9,32.4,0.106
USGS,USGS 5427850,10/12/2015,58.2,33,0.105
USGS,USGS 5427850,10/13/2015,68.6,38.7,0.104
USGS,USGS 5427850,10/14/2015,55.9,31.2,0.103
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/14/2015,,,0.104
USGS,USGS 5427850,10/15/2015,55.9,30.1,0.1
USGS,USGS 5427850,10/16/2015,58,30.1,0.096
USGS,USGS 5427850,10/17/2015,53.9,26.7,0.092
USGS,USGS 5427850,10/18/2015,34.4,16.5,0.088
USGS,USGS 5427850,10/19/2015,58.8,26.5,0.084
USGS,USGS 5427850,10/20/2015,58.7,25.6,0.08
USGS,USGS 5427850,10/21/2015,48.6,20,0.077
USGS,USGS 5427850,10/22/2015,55.7,21.9,0.073
USGS,USGS 5427850,10/23/2015,46.7,17.4,0.069
USGS,USGS 5427850,10/24/2015,59.1,20.8,0.065
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/24/2015,,,0.0648
USGS,USGS 5427850,10/25/2015,65.3,22.9,0.065
USGS,USGS 5427850,10/26/2015,53.9,18.9,0.065
USGS,USGS 5427850,10/27/2015,61.7,21.7,0.065
USGS,USGS 5427850,10/28/2015,53.6,18.8,0.065
USGS,USGS 5427850,10/29/2015,132,41.9,0.059
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/29/2015,,,0.0648
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/29/2015,,,0.0565
USGS,USGS 5427850,10/30/2015,60,16.4,0.05
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/30/2015,,,0.0494
USGS,USGS 5427850,10/31/2015,71.8,20.5,0.053
USGS,USGS 5427850,11/1/2015,94.4,28.4,0.056
USGS,USGS 5427850,11/2/2015,71.2,23,0.059
USGS,USGS 5427850,11/3/2015,60.6,20.5,0.063
USGS,USGS 5427850,11/4/2015,57.7,20.6,0.066
USGS,USGS 5427850,11/5/2015,48.6,19.2,0.072
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/5/2015,,,0.0689
USGS,USGS 5427850,11/6/2015,115,44.1,0.072
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/6/2015,,,0.0652
USGS,USGS 5427850,11/7/2015,92.9,32.7,0.065
USGS,USGS 5427850,11/8/2015,62.8,22.3,0.066
USGS,USGS 5427850,11/9/2015,79.5,28.3,0.066
USGS,USGS 5427850,11/10/2015,61.5,22,0.066
USGS,USGS 5427850,11/11/2015,55.9,20.1,0.067
USGS,USGS 5427850,11/12/2015,61.6,21,0.064
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/12/2015,,,0.0671
USGS,USGS 5427850,11/13/2015,105,30.4,0.054
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/13/2015,,,0.0511
USGS,USGS 5427850,11/14/2015,66.5,18.9,0.052
USGS,USGS 5427850,11/15/2015,62.3,18.2,0.054
USGS,USGS 5427850,11/16/2015,57.5,17.3,0.056
USGS,USGS 5427850,11/17/2015,70.8,21.9,0.057
USGS,USGS 5427850,11/18/2015,88.3,28.3,0.059
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/18/2015,,,0.0597
USGS,USGS 5427850,11/19/2015,183,64.6,0.066
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/19/2015,,,0.0721
USGS,USGS 5427850,11/20/2015,150,45.6,0.056
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/20/2015,,,0.0551
USGS,USGS 5427850,11/21/2015,92.5,28.8,0.058
USGS,USGS 5427850,11/22/2015,69.2,22.4,0.06
USGS,USGS 5427850,11/23/2015,81.7,27.4,0.062
USGS,USGS 5427850,11/24/2015,69.5,24.2,0.064
USGS,USGS 5427850,11/25/2015,64.7,23.3,0.067
USGS,USGS 5427850,11/26/2015,105,39.2,0.069
USGS,USGS 5427850,11/27/2015,209,72.6,0.064
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/27/2015,,,0.0703
USGS,USGS 5427850,11/28/2015,196,70.4,0.067
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/28/2015,,,0.0583
USGS,USGS 5427850,11/29/2015,116,54,0.087
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/29/2015,,,0.0788
USGS,USGS 5427850,11/30/2015,105,59.5,0.105
USGS,USGS 5427850,12/1/2015,120,80.7,0.124
USGS,USGS 5427850,12/2/2015,141,91,0.117
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/2/2015,,,0.137
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/2/2015,,,0.0935
USGS,USGS 5427850,12/3/2015,85.6,41.4,0.089
USGS,USGS 5427850,12/4/2015,104,47.3,0.084
USGS,USGS 5427850,12/5/2015,94.8,40,0.078
USGS,USGS 5427850,12/6/2015,93.7,36.7,0.073
USGS,USGS 5427850,12/7/2015,91.7,21.5,0.067
USGS,USGS 5427850,12/8/2015,89.4,29.6,0.061
USGS,USGS 5427850,12/9/2015,78.9,23.8,0.056
USGS,USGS 5427850,12/10/2015,34.6,9.09,0.05
USGS,USGS 5427850,12/11/2015,123,30.2,0.046
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/11/2015,,,0.0464
USGS,USGS 5427850,12/12/2015,76.3,18,0.044
USGS,USGS 5427850,12/13/2015,71.6,16.2,0.042
USGS,USGS 5427850,12/14/2015,191,52.9,0.049
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/14/2015,,,0.0406
USGS,USGS 5427850,12/15/2015,273,111,0.076
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/15/2015,,,0.0643
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/15/2015,,,0.0875
USGS,USGS 5427850,12/16/2015,108,71.4,0.128
USGS,USGS 5427850,12/17/2015,149,130,0.161
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/17/2015,,,0.173
USGS,USGS 5427850,12/18/2015,107,73.1,0.127
USGS,USGS 5427850,12/19/2015,74.9,37.1,0.09
USGS,USGS 5427850,12/20/2015,75,29.1,0.071
USGS,USGS 5427850,12/21/2015,96.9,42.8,0.082
USGS,USGS 5427850,12/22/2015,74.8,37.6,0.093
USGS,USGS 5427850,12/23/2015,49.7,26.9,0.104
USGS,USGS 5427850,12/24/2015,144,89.1,0.114
USGS,USGS 5427850,12/25/2015,102,61.8,0.112
USGS,USGS 5427850,12/26/2015,92.9,53.4,0.106
USGS,USGS 5427850,12/27/2015,88.6,48,0.1
USGS,USGS 5427850,12/28/2015,86,44.3,0.094
USGS,USGS 5427850,12/29/2015,62.5,29.6,0.088
USGS,USGS 5427850,12/30/2015,93.8,41.9,0.083
USGS,USGS 5427850,12/31/2015,83,34.4,0.077
USGS,USGS 5427850,1/1/2016,84.4,32.2,0.071
USGS,USGS 5427850,1/2/2016,78.6,27.5,0.065
USGS,USGS 5427850,1/3/2016,73.4,23.4,0.059
USGS,USGS 5427850,1/4/2016,69.1,19.8,0.053
USGS,USGS 5427850,1/5/2016,60.8,15.4,0.047
USGS,USGS 5427850,1/6/2016,70.7,16.2,0.042
Mendota Yahara Tributary Study 2016,WIDNR 133040,1/6/2016,,,0.0422
USGS,USGS 5427850,1/7/2016,76.3,17.2,0.042
USGS,USGS 5427850,1/8/2016,87.9,19.7,0.041
USGS,USGS 5427850,1/9/2016,121,26.9,0.041
USGS,USGS 5427850,1/10/2016,95.5,21.1,0.041
USGS,USGS 5427850,1/11/2016,71.1,15.7,0.041
USGS,USGS 5427850,1/12/2016,75,16.4,0.041
USGS,USGS 5427850,1/13/2016,66.7,14.5,0.04
USGS,USGS 5427850,1/14/2016,71.6,15.5,0.04
USGS,USGS 5427850,1/15/2016,72.4,15.6,0.04
USGS,USGS 5427850,1/16/2016,66.2,14.2,0.04
USGS,USGS 5427850,1/17/2016,51.5,10.9,0.039
USGS,USGS 5427850,1/18/2016,51.8,10.9,0.039
USGS,USGS 5427850,1/19/2016,51.1,10.7,0.039
USGS,USGS 5427850,1/20/2016,52.2,10.9,0.039
USGS,USGS 5427850,1/21/2016,51.8,10.7,0.038
USGS,USGS 5427850,1/22/2016,53.6,11,0.038
USGS,USGS 5427850,1/23/2016,57.4,11.8,0.038
USGS,USGS 5427850,1/24/2016,62,12.6,0.038
USGS,USGS 5427850,1/25/2016,65.1,13.2,0.037
USGS,USGS 5427850,1/26/2016,67.4,13.5,0.037
USGS,USGS 5427850,1/27/2016,63.7,12.7,0.037
USGS,USGS 5427850,1/28/2016,74.4,14.8,0.037
USGS,USGS 5427850,1/29/2016,64.7,12.8,0.037
USGS,USGS 5427850,1/30/2016,67.4,13.2,0.036
USGS,USGS 5427850,1/31/2016,67.2,13.1,0.036
USGS,USGS 5427850,2/1/2016,65.3,12.6,0.036
USGS,USGS 5427850,2/2/2016,70.8,13.6,0.036
USGS,USGS 5427850,2/3/2016,66.6,12.7,0.035
USGS,USGS 5427850,2/4/2016,65.4,12.4,0.035
USGS,USGS 5427850,2/5/2016,65.8,12.4,0.035
USGS,USGS 5427850,2/6/2016,62.6,11.7,0.035
USGS,USGS 5427850,2/7/2016,64.9,12,0.034
USGS,USGS 5427850,2/8/2016,72,13.3,0.034
USGS,USGS 5427850,2/9/2016,58.1,10.6,0.034
USGS,USGS 5427850,2/10/2016,55.4,10.1,0.034
USGS,USGS 5427850,2/11/2016,60.5,10.9,0.033
USGS,USGS 5427850,2/12/2016,60.1,10.8,0.033
USGS,USGS 5427850,2/13/2016,50.7,9.02,0.033
USGS,USGS 5427850,2/14/2016,53.1,9.39,0.033
USGS,USGS 5427850,2/15/2016,56,9.81,0.032
USGS,USGS 5427850,2/16/2016,58.4,10.2,0.032
USGS,USGS 5427850,2/17/2016,59.8,10.9,0.034
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/17/2016,,,0.0317
USGS,USGS 5427850,2/18/2016,62.3,15.4,0.046
USGS,USGS 5427850,2/19/2016,73.2,23.9,0.06
USGS,USGS 5427850,2/20/2016,193,165,0.143
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/20/2016,,,0.0677
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/20/2016,,,0.116
USGS,USGS 5427850,2/21/2016,266,814,0.563
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/21/2016,,,0.472
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/21/2016,,,0.638
USGS,USGS 5427850,2/22/2016,203,649,0.579
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/22/2016,,,0.663
USGS,USGS 5427850,2/23/2016,115,224,0.355
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/23/2016,,,0.399
USGS,USGS 5427850,2/24/2016,103,129,0.23
Mendota Yahara Tributary Study 2016,WIDNR 133040,2/24/2016,,,0.234
USGS,USGS 5427850,2/25/2016,85.5,91.9,0.199
USGS,USGS 5427850,2/26/2016,73.7,69.3,0.174
USGS,USGS 5427850,2/27/2016,72.5,72.1,0.183
USGS,USGS 5427850,2/28/2016,89.8,98.7,0.203
USGS,USGS 5427850,2/29/2016,106,126,0.219
USGS,USGS 5427850,3/1/2016,78,85.8,0.203
USGS,USGS 5427850,3/2/2016,71.2,67.6,0.177
USGS,USGS 5427850,3/3/2016,71.7,58.5,0.151
USGS,USGS 5427850,3/4/2016,63.8,42.7,0.125
USGS,USGS 5427850,3/5/2016,77.3,41.4,0.099
USGS,USGS 5427850,3/6/2016,68.2,26.3,0.073
USGS,USGS 5427850,3/7/2016,104,29.6,0.053
Mendota Yahara Tributary Study 2016,WIDNR 133040,3/7/2016,,,0.052
USGS,USGS 5427850,3/8/2016,103,27.5,0.049
Mendota Yahara Tributary Study 2016,WIDNR 133040,3/8/2016,,,0.048
USGS,USGS 5427850,3/9/2016,113,34.6,0.057
Mendota Yahara Tributary Study 2016,WIDNR 133040,3/9/2016,,,0.0573
USGS,USGS 5427850,3/10/2016,102,32.7,0.059
USGS,USGS 5427850,3/11/2016,82.3,27.2,0.061
USGS,USGS 5427850,3/12/2016,84.7,28.9,0.063
USGS,USGS 5427850,3/13/2016,88.1,31,0.065
USGS,USGS 5427850,3/14/2016,82.6,29.9,0.067
USGS,USGS 5427850,3/15/2016,92.1,34.3,0.069
USGS,USGS 5427850,3/16/2016,114,44,0.071
USGS,USGS 5427850,3/17/2016,286,147,0.096
Mendota Yahara Tributary Study 2016,WIDNR 133040,3/17/2016,,,0.0715
Mendota Yahara Tributary Study 2016,WIDNR 133040,3/17/2016,,,0.107
USGS,USGS 5427850,3/18/2016,175,98.8,0.104
Mendota Yahara Tributary Study 2016,WIDNR 133040,3/18/2016,,,0.109
USGS,USGS 5427850,3/19/2016,112,55.6,0.091
USGS,USGS 5427850,3/20/2016,81.6,34.5,0.079
USGS,USGS 5427850,3/21/2016,78.8,28,0.066
USGS,USGS 5427850,3/22/2016,101,30.7,0.056
USGS,USGS 5427850,3/23/2016,111,33,0.055
USGS,USGS 5427850,3/24/2016,71.8,21.1,0.054
USGS,USGS 5427850,3/25/2016,104,30.2,0.054
USGS,USGS 5427850,3/26/2016,117,33.5,0.053
USGS,USGS 5427850,3/27/2016,104,29.3,0.052
USGS,USGS 5427850,3/28/2016,97.7,27.3,0.052
USGS,USGS 5427850,3/29/2016,74.9,20.6,0.051
USGS,USGS 5427850,3/30/2016,92.8,25.2,0.05
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/30/2016,,,0.0497
USGS,USGS 5427850,3/31/2016,133,33.6,0.047
USGS,USGS 5427850,4/1/2016,142,34,0.045
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/1/2016,,,0.0429
USGS,USGS 5427850,4/2/2016,121,32.8,0.05
USGS,USGS 5427850,4/3/2016,86.2,26.5,0.056
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/3/2016,,,0.0583
USGS,USGS 5427850,4/4/2016,103,30.4,0.054
USGS,USGS 5427850,4/5/2016,69.2,17.5,0.047
USGS,USGS 5427850,4/6/2016,127,28.1,0.041
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/6/2016,,,0.0398
USGS,USGS 5427850,4/7/2016,118,26.6,0.042
USGS,USGS 5427850,4/8/2016,106,25.1,0.044
USGS,USGS 5427850,4/9/2016,68.7,16.9,0.046
USGS,USGS 5427850,4/10/2016,93.7,24.3,0.048
USGS,USGS 5427850,4/11/2016,85.4,23,0.05
USGS,USGS 5427850,4/12/2016,75.9,21.2,0.052
USGS,USGS 5427850,4/13/2016,80,23.3,0.054
USGS,USGS 5427850,4/14/2016,76.3,23,0.056
USGS,USGS 5427850,4/15/2016,76.2,23.8,0.058
USGS,USGS 5427850,4/16/2016,72.1,23.3,0.06
USGS,USGS 5427850,4/17/2016,69.3,23.2,0.062
USGS,USGS 5427850,4/18/2016,78,27,0.064
USGS,USGS 5427850,4/19/2016,64.8,23,0.066
USGS,USGS 5427850,4/20/2016,63.6,23.3,0.068
USGS,USGS 5427850,4/21/2016,73.6,28.4,0.071
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/21/2016,,,0.0703
USGS,USGS 5427850,4/22/2016,74.4,32.6,0.082
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/22/2016,,,0.0822
USGS,USGS 5427850,4/23/2016,65.5,33.3,0.094
USGS,USGS 5427850,4/24/2016,73.2,41.5,0.105
USGS,USGS 5427850,4/25/2016,56,35.6,0.116
USGS,USGS 5427850,4/26/2016,75.8,51.2,0.127
USGS,USGS 5427850,4/27/2016,57.9,42.5,0.135
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/27/2016,,,0.138
USGS,USGS 5427850,4/28/2016,67.8,46.5,0.127
USGS,USGS 5427850,4/29/2016,70.8,44.4,0.116
USGS,USGS 5427850,4/30/2016,81.6,46.5,0.105
USGS,USGS 5427850,5/1/2016,82.5,42.1,0.094
USGS,USGS 5427850,5/2/2016,70.1,31.5,0.083
USGS,USGS 5427850,5/3/2016,60,23.2,0.072
USGS,USGS 5427850,5/4/2016,83.2,28.6,0.063
Pheasant Branch (USGS # 9KP41),WIDNR 133040,5/4/2016,,,0.0618
USGS,USGS 5427850,5/5/2016,60.9,20.7,0.063
USGS,USGS 5427850,5/6/2016,60.4,20.9,0.064
USGS,USGS 5427850,5/7/2016,73.1,25.6,0.065
USGS,USGS 5427850,5/8/2016,61.9,22.1,0.066
USGS,USGS 5427850,5/9/2016,71.6,25.9,0.067
USGS,USGS 5427850,5/10/2016,63.1,23.2,0.068
USGS,USGS 5427850,5/11/2016,88.7,33,0.069
Pheasant Branch (USGS # 9KP41),WIDNR 133040,5/11/2016,,,0.069
USGS,USGS 5427850,5/12/2016,86.3,32.5,0.07
USGS,USGS 5427850,5/13/2016,92.9,35.3,0.07
USGS,USGS 5427850,5/14/2016,83.7,32.1,0.071
USGS,USGS 5427850,5/15/2016,75.5,29.3,0.072
USGS,USGS 5427850,5/16/2016,71.2,27.9,0.072
USGS,USGS 5427850,5/17/2016,75.6,29.8,0.073
USGS,USGS 5427850,5/18/2016,64.2,25.6,0.074
USGS,USGS 5427850,5/19/2016,66.2,26.6,0.074
USGS,USGS 5427850,5/20/2016,65.6,26.6,0.075
USGS,USGS 5427850,5/21/2016,61.5,25.2,0.076
USGS,USGS 5427850,5/22/2016,58.1,24,0.076
USGS,USGS 5427850,5/23/2016,57.5,24,0.077
USGS,USGS 5427850,5/24/2016,61.7,25.9,0.078
USGS,USGS 5427850,5/25/2016,47.9,20.3,0.079
USGS,USGS 5427850,5/26/2016,62.2,26.6,0.079
USGS,USGS 5427850,5/27/2016,56.3,24.3,0.08
USGS,USGS 5427850,5/28/2016,43.3,18.9,0.081
USGS,USGS 5427850,5/29/2016,85.3,37.5,0.081
USGS,USGS 5427850,5/30/2016,78.8,34.8,0.082
USGS,USGS 5427850,5/31/2016,56.5,25.2,0.083
USGS,USGS 5427850,6/1/2016,95.5,43,0.083
USGS,USGS 5427850,6/2/2016,90,40.3,0.084
USGS,USGS 5427850,6/3/2016,58.6,26.8,0.085
USGS,USGS 5427850,6/4/2016,67,30.9,0.085
USGS,USGS 5427850,6/5/2016,56.9,26.3,0.086
USGS,USGS 5427850,6/6/2016,71.3,33.4,0.087
USGS,USGS 5427850,6/7/2016,60.8,28.6,0.087
USGS,USGS 5427850,6/8/2016,53.7,25.5,0.088
USGS,USGS 5427850,6/9/2016,56.1,26.9,0.089
USGS,USGS 5427850,6/10/2016,42.3,20.4,0.089
USGS,USGS 5427850,6/11/2016,68.9,33.5,0.09
USGS,USGS 5427850,6/12/2016,54.9,26.9,0.091
USGS,USGS 5427850,6/13/2016,58.9,29.1,0.091
USGS,USGS 5427850,6/14/2016,54,26.8,0.092
Pheasant Branch (USGS # 9KP41),WIDNR 133040,6/14/2016,,,0.0916
USGS,USGS 5427850,6/15/2016,105,52.6,0.093
Pheasant Branch (USGS # 9KP41),WIDNR 133040,6/15/2016,,,0.0909
Pheasant Branch (USGS # 9KP41),WIDNR 133040,6/15/2016,,,0.0936
USGS,USGS 5427850,6/16/2016,113,56.7,0.093
Pheasant Branch (USGS # 9KP41),WIDNR 133040,6/16/2016,,,0.0924
USGS,USGS 5427850,6/17/2016,63.4,32.8,0.096
USGS,USGS 5427850,6/18/2016,57.3,30.5,0.099
USGS,USGS 5427850,6/19/2016,41.2,22.6,0.102
USGS,USGS 5427850,6/20/2016,66.9,37.8,0.104
USGS,USGS 5427850,6/21/2016,52.5,30.5,0.107
USGS,USGS 5427850,6/22/2016,53.5,31.9,0.11
USGS,USGS 5427850,6/23/2016,54.3,33.2,0.113
USGS,USGS 5427850,6/24/2016,45.3,28.4,0.116
USGS,USGS 5427850,6/25/2016,25.4,16.3,0.119
USGS,USGS 5427850,6/26/2016,102,67,0.122
USGS,USGS 5427850,6/27/2016,122,83.6,0.127
Pheasant Branch (USGS # 9KP41),WIDNR 133040,6/27/2016,,,0.125
USGS,USGS 5427850,6/28/2016,75.5,56.2,0.138
Pheasant Branch (USGS # 9KP41),WIDNR 133040,6/28/2016,,,0.14
USGS,USGS 5427850,6/29/2016,62.9,45.1,0.133
USGS,USGS 5427850,6/30/2016,61.9,42.4,0.127
USGS,USGS 5427850,7/1/2016,74.9,49.3,0.121
USGS,USGS 5427850,7/2/2016,62.7,39.1,0.116
USGS,USGS 5427850,7/3/2016,62.6,37.4,0.11
USGS,USGS 5427850,7/4/2016,50.8,30,0.109
USGS,USGS 5427850,7/5/2016,52.7,30.8,0.108
USGS,USGS 5427850,7/6/2016,63.9,37.1,0.108
USGS,USGS 5427850,7/7/2016,64.8,37.4,0.107
USGS,USGS 5427850,7/8/2016,68.1,39,0.106
USGS,USGS 5427850,7/9/2016,66.5,37.8,0.105
USGS,USGS 5427850,7/10/2016,48.1,27.2,0.105
USGS,USGS 5427850,7/11/2016,35.3,19.8,0.104
USGS,USGS 5427850,7/12/2016,70.1,39.2,0.103
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/12/2016,,,0.103
USGS,USGS 5427850,7/13/2016,48.4,27.6,0.106
USGS,USGS 5427850,7/14/2016,61.1,36,0.109
USGS,USGS 5427850,7/15/2016,56.8,34.3,0.112
USGS,USGS 5427850,7/16/2016,38.6,23.9,0.115
USGS,USGS 5427850,7/17/2016,46.6,29.7,0.118
USGS,USGS 5427850,7/18/2016,67.2,43.8,0.121
USGS,USGS 5427850,7/19/2016,46.3,31,0.124
USGS,USGS 5427850,7/20/2016,42.2,28.9,0.127
USGS,USGS 5427850,7/21/2016,42.7,30,0.13
USGS,USGS 5427850,7/22/2016,117,83,0.132
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/22/2016,,,0.133
USGS,USGS 5427850,7/23/2016,107,74.4,0.129
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/23/2016,,,0.127
USGS,USGS 5427850,7/24/2016,131,96.7,0.136
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/24/2016,,,0.136
USGS,USGS 5427850,7/25/2016,144,110,0.142
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/25/2016,,,0.139
USGS,USGS 5427850,7/26/2016,93.4,78,0.155
USGS,USGS 5427850,7/27/2016,72.9,65.9,0.168
USGS,USGS 5427850,7/28/2016,71.8,69.2,0.179
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/28/2016,,,0.182
USGS,USGS 5427850,7/29/2016,55.6,51.1,0.17
USGS,USGS 5427850,7/30/2016,57,48.2,0.156
USGS,USGS 5427850,7/31/2016,52.2,40.3,0.143
USGS,USGS 5427850,8/1/2016,56,39.1,0.129
USGS,USGS 5427850,8/2/2016,57.9,36.2,0.116
USGS,USGS 5427850,8/3/2016,60,33.2,0.102
USGS,USGS 5427850,8/4/2016,46.8,26,0.103
USGS,USGS 5427850,8/5/2016,134,91,0.125
